tick,kind,species,patch_x,patch_y,x,y,cause,detail
440,birth,grazer,29,21,234,169,,1031
440,birth,grazer,29,20,237,164,,1032
441,birth,grazer,14,4,118,36,,1033
441,birth,grazer,14,4,119,36,,1034
442,birth,grazer,6,10,53,84,,1035
443,birth,grazer,21,21,175,171,,1036
443,birth,grazer,4,21,32,172,,1037
443,birth,grazer,25,23,200,184,,1038
444,birth,grazer,26,16,215,134,,1039
444,birth,grazer,27,18,222,150,,1040
446,birth,grazer,0,23,0,188,,1041
446,birth,grazer,0,26,0,210,,1042
447,birth,grazer,25,12,204,103,,1043
447,birth,grazer,28,14,227,116,,1044
447,birth,grazer,6,12,48,99,,1045
448,birth,grazer,3,12,25,101,,1046
449,death,grazer,11,15,90,125,eaten,284
450,birth,grazer,8,15,69,122,,1047
450,birth,grazer,20,22,163,177,,1048
450,birth,grazer,11,3,91,25,,1049
450,birth,grazer,8,13,65,104,,1050
450,birth,grazer,22,22,183,177,,1051
450,germination,tree,30,4,247,35,,1052
450,germination,tree,21,4,168,38,,1053
450,germination,tree,11,5,91,42,,1054
450,germination,tree,22,5,177,41,,1055
450,germination,tree,13,5,107,41,,1056
450,germination,tree,27,6,222,48,,1057
450,germination,tree,21,9,170,72,,1058
450,germination,tree,29,12,237,102,,1059
450,germination,tree,28,13,231,109,,1060
450,germination,tree,29,20,234,167,,1061
450,germination,tree,27,23,222,188,,1062
450,germination,tree,28,27,224,217,,1063
450,germination,tree,23,31,190,250,,1064
452,death,grazer,30,2,244,21,eaten,308
453,birth,grazer,2,17,21,136,,1065
453,birth,grazer,3,16,26,134,,1066
454,birth,grazer,4,16,35,134,,1067
454,birth,grazer,3,17,27,137,,1068
455,death,grazer,10,15,85,125,eaten,259
455,death,grazer,3,2,31,21,eaten,217
456,birth,grazer,8,6,65,49,,1069
458,birth,grazer,21,22,172,181,,1070
458,birth,grazer,20,2,162,17,,1071
458,birth,grazer,10,7,81,57,,1072
458,birth,grazer,22,22,183,177,,1073
458,birth,grazer,22,2,177,18,,1074
458,birth,grazer,19,4,156,35,,1075
458,birth,grazer,10,10,84,80,,1076
460,birth,grazer,22,14,183,118,,1077
461,birth,grazer,11,19,90,158,,1078
461,death,grazer,20,10,166,85,eaten,664
462,birth,grazer,11,16,88,128,,1079
463,birth,grazer,28,27,224,217,,1080
463,birth,grazer,10,16,87,130,,1081
463,birth,grazer,26,26,208,213,,1082
467,birth,grazer,11,16,88,130,,1083
467,birth,grazer,11,17,91,142,,1084
468,birth,grazer,21,25,171,200,,1085
468,birth,grazer,26,26,212,212,,1086
469,birth,grazer,13,30,106,243,,1087
469,birth,grazer,19,28,157,229,,1088
469,birth,grazer,15,30,120,245,,1089
469,birth,grazer,19,28,153,230,,1090
470,birth,grazer,8,3,66,26,,1091
470,birth,grazer,11,3,94,28,,1092
471,birth,grazer,23,9,191,79,,1093
471,birth,grazer,25,10,201,82,,1094
473,birth,grazer,3,5,30,46,,1095
473,birth,grazer,3,3,28,27,,1096
474,birth,grazer,27,14,221,112,,1097
474,birth,grazer,27,10,223,86,,1098
479,birth,grazer,3,14,31,114,,1099
479,birth,grazer,3,15,31,123,,1100
480,birth,grazer,4,26,32,215,,1101
480,birth,grazer,3,27,27,221,,1102
480,death,grazer,5,2,47,16,eaten,774
480,death,grazer,2,12,23,100,eaten,151
481,birth,grazer,29,23,236,190,,1103
481,birth,grazer,3,21,30,174,,1104
481,birth,grazer,4,11,35,94,,1105
482,birth,grazer,5,25,44,202,,1106
482,birth,grazer,30,27,245,221,,1107
482,birth,grazer,6,9,53,73,,1108
482,birth,grazer,18,27,144,216,,1109
482,birth,grazer,4,27,39,216,,1110
482,birth,grazer,30,26,243,211,,1111
482,birth,grazer,21,27,175,221,,1112
484,birth,grazer,22,11,176,90,,1113
484,birth,grazer,29,26,239,208,,1114
484,birth,grazer,21,8,173,71,,1115
484,storm,,0,0,,,,7.6274 2.6325 1.3098
487,birth,grazer,4,7,35,63,,1116
487,birth,grazer,17,23,136,191,,1117
487,birth,grazer,12,23,99,191,,1118
487,birth,grazer,7,7,60,62,,1119
487,birth,grazer,19,25,155,206,,1120
487,birth,grazer,14,25,116,206,,1121
488,birth,grazer,29,28,236,230,,1122
488,birth,grazer,27,17,218,141,,1123
488,birth,grazer,9,20,78,167,,1124
488,birth,grazer,29,28,235,230,,1125
488,birth,grazer,31,16,251,132,,1126
488,birth,grazer,8,19,70,153,,1127
489,birth,grazer,21,6,172,55,,1128
489,birth,grazer,5,2,44,18,,1129
489,birth,grazer,21,6,170,50,,1130
489,birth,grazer,7,2,56,18,,1131
490,birth,grazer,2,23,17,190,,1132
490,birth,grazer,16,27,131,217,,1133
490,birth,grazer,2,22,18,176,,1134
491,birth,grazer,23,26,188,208,,1135
491,birth,grazer,23,26,191,212,,1136
493,birth,grazer,19,26,158,212,,1137
495,birth,grazer,7,11,57,94,,1138
495,birth,grazer,4,11,39,94,,1139
496,death,grazer,22,28,181,225,eaten,334
497,birth,grazer,7,6,63,54,,1140
497,birth,grazer,19,7,158,59,,1141
497,birth,grazer,11,3,88,30,,1142
497,birth,grazer,22,6,177,49,,1143
499,birth,grazer,28,7,230,58,,1144
499,birth,grazer,28,6,224,52,,1145
500,birth,grazer,23,13,184,107,,1146
500,germination,tree,3,4,26,35,,1147
500,germination,tree,15,6,123,50,,1148
500,germination,tree,27,17,221,140,,1149
500,germination,tree,28,22,228,181,,1150
500,germination,tree,12,22,97,183,,1151
500,germination,tree,24,25,195,203,,1152
500,germination,tree,28,26,231,213,,1153
500,germination,tree,3,27,24,222,,1154
500,germination,tree,24,27,196,218,,1155
500,germination,tree,27,27,219,219,,1156
500,germination,tree,10,27,87,220,,1157
500,germination,tree,12,27,102,221,,1158
500,germination,tree,15,28,126,228,,1159
500,germination,tree,22,31,178,252,,1160
501,birth,grazer,3,10,28,87,,1161
501,birth,grazer,30,2,245,23,,1162
501,birth,grazer,3,10,24,87,,1163
501,death,grazer,30,3,244,24,eaten,80
502,birth,grazer,25,11,204,88,,1164
502,birth,grazer,25,8,200,67,,1165
505,birth,grazer,24,16,192,133,,1166
505,birth,grazer,23,16,191,134,,1167
507,death,grazer,31,3,249,24,eaten,281
508,birth,grazer,19,18,155,145,,1168
508,death,grazer,31,2,248,23,eaten,480
510,birth,grazer,16,4,129,33,,1169
510,birth,grazer,16,5,131,47,,1170
512,birth,grazer,12,24,101,192,,1171
512,birth,grazer,19,21,156,174,,1172
512,birth,grazer,11,25,90,202,,1173
513,birth,grazer,2,10,19,83,,1174
513,birth,grazer,2,25,23,204,,1175
513,birth,grazer,27,15,221,125,,1176
513,birth,grazer,3,4,27,38,,1177
513,birth,grazer,5,27,40,220,,1178
513,birth,grazer,27,15,219,126,,1179
514,birth,grazer,14,21,119,174,,1180
514,birth,grazer,3,10,29,87,,1181
514,birth,grazer,12,20,103,160,,1182
515,storm,,0,0,,,,2.3037 0.7268 0.2241
516,birth,grazer,10,22,85,176,,1183
516,birth,grazer,19,25,152,205,,1184
516,birth,grazer,7,25,61,203,,1185
518,birth,grazer,11,25,88,206,,1186
518,birth,grazer,21,26,173,215,,1187
518,birth,grazer,9,27,74,216,,1188
519,birth,grazer,13,3,108,29,,1189
519,birth,grazer,9,13,74,108,,1190
519,birth,grazer,9,14,72,112,,1191
519,birth,grazer,14,3,115,27,,1192
519,birth,grazer,8,12,70,102,,1193
519,birth,grazer,10,12,84,96,,1194
520,birth,grazer,21,8,171,71,,1195
520,birth,grazer,22,9,179,74,,1196
521,birth,grazer,7,6,63,49,,1197
521,birth,grazer,31,16,248,130,,1198
521,birth,grazer,30,8,241,65,,1199
521,birth,grazer,31,16,254,135,,1200
521,birth,grazer,28,7,227,62,,1201
523,birth,grazer,3,9,30,79,,1202
523,birth,grazer,6,3,48,29,,1203
524,birth,grazer,31,14,251,113,,1204
524,birth,grazer,27,24,216,193,,1205
524,birth,grazer,27,21,220,173,,1206
525,birth,grazer,28,13,230,107,,1207
526,birth,grazer,20,6,165,48,,1208
526,birth,grazer,22,4,182,35,,1209
528,birth,grazer,20,12,162,100,,1210
529,birth,grazer,20,18,163,150,,1211
529,birth,grazer,19,21,155,173,,1212
530,birth,grazer,29,4,239,35,,1213
532,birth,grazer,27,21,216,169,,1214
532,birth,grazer,9,28,76,224,,1215
532,birth,grazer,15,31,122,254,,1216
532,birth,grazer,3,15,30,126,,1217
532,birth,grazer,9,26,78,210,,1218
532,birth,grazer,14,31,114,250,,1219
532,birth,grazer,3,17,30,139,,1220
534,birth,grazer,13,10,109,85,,1221
534,birth,grazer,13,10,106,80,,1222
534,birth,grazer,22,20,178,161,,1223
535,birth,grazer,9,26,72,213,,1224
535,birth,grazer,11,27,94,219,,1225
535,death,grazer,3,8,24,70,eaten,332
538,birth,grazer,27,10,217,82,,1226
538,birth,grazer,27,11,217,90,,1227
539,birth,grazer,21,25,168,207,,1228
539,birth,grazer,22,23,182,191,,1229
539,birth,grazer,17,26,140,212,,1230
540,birth,grazer,17,5,140,40,,1231
540,birth,grazer,31,14,248,114,,1232
540,birth,grazer,18,5,144,47,,1233
540,birth,grazer,29,11,237,94,,1234
541,birth,grazer,11,24,89,198,,1235
541,birth,grazer,10,28,81,225,,1236
543,birth,grazer,27,24,218,192,,1237
543,birth,grazer,19,12,152,101,,1238
543,birth,grazer,26,21,212,173,,1239
543,birth,grazer,19,9,155,78,,1240
545,birth,grazer,10,12,82,102,,1241
545,birth,grazer,9,12,79,103,,1242
546,birth,grazer,13,6,104,52,,1243
546,birth,grazer,14,17,117,141,,1244
546,birth,grazer,9,3,73,30,,1245
546,birth,grazer,12,18,102,145,,1246
547,birth,grazer,9,0,78,1,,1247
547,birth,grazer,19,23,158,187,,1248
547,birth,grazer,17,6,143,50,,1249
547,birth,grazer,9,0,78,1,,1250
547,birth,grazer,26,25,209,207,,1251
548,birth,grazer,9,20,77,162,,1252
548,birth,grazer,26,12,214,103,,1253
548,birth,grazer,31,8,253,71,,1254
548,birth,grazer,9,19,74,152,,1255
548,birth,grazer,26,9,208,77,,1256
548,birth,grazer,30,9,246,77,,1257
549,birth,grazer,23,18,184,150,,1258
550,birth,grazer,17,25,137,203,,1259
550,birth,grazer,16,25,129,201,,1260
550,birth,grazer,21,26,172,214,,1261
550,germination,tree,15,4,125,36,,1262
550,germination,tree,3,6,31,49,,1263
550,germination,tree,23,7,186,61,,1264
550,germination,tree,26,10,213,87,,1265
550,tree_death,tree,28,22,226,182,crowded,47
550,germination,tree,15,27,120,220,,1266
550,germination,tree,10,27,84,223,,1267
550,germination,tree,0,31,2,251,,1268
551,birth,grazer,14,24,112,199,,1269
552,birth,grazer,17,5,141,43,,1270
556,birth,grazer,5,24,47,193,,1271
556,birth,grazer,7,24,62,196,,1272
556,birth,grazer,22,14,183,113,,1273
557,birth,grazer,21,28,170,230,,1274
557,birth,grazer,21,28,175,231,,1275
559,birth,grazer,13,8,108,67,,1276
559,birth,grazer,6,18,49,144,,1277
559,birth,grazer,27,10,216,87,,1278
559,birth,grazer,12,8,99,70,,1279
559,birth,grazer,6,20,52,160,,1280
560,birth,grazer,20,26,163,212,,1281
560,birth,grazer,12,7,101,60,,1282
560,birth,grazer,17,23,138,190,,1283
560,birth,grazer,11,10,93,83,,1284
561,birth,grazer,29,27,234,221,,1285
561,birth,grazer,28,26,227,215,,1286
562,birth,grazer,28,2,227,18,,1287
562,birth,grazer,29,2,233,18,,1288
564,birth,grazer,10,25,86,207,,1289
564,birth,grazer,10,27,87,216,,1290
565,storm,,0,0,,,,0.9195 0.2667 0.0077
566,birth,grazer,28,24,224,192,,1291
566,birth,grazer,27,22,219,182,,1292
567,birth,grazer,8,24,71,193,,1293
567,birth,grazer,6,22,53,183,,1294
571,birth,grazer,29,24,238,196,,1295
571,birth,grazer,31,25,252,200,,1296
572,birth,grazer,23,31,185,255,,1297
572,birth,grazer,12,16,96,133,,1298
572,birth,grazer,23,31,187,248,,1299
572,birth,grazer,11,17,94,141,,1300
574,birth,grazer,4,5,37,45,,1301
574,birth,grazer,4,5,33,45,,1302
576,birth,grazer,15,12,120,96,,1303
577,birth,grazer,13,24,107,192,,1304
577,birth,grazer,5,6,47,55,,1305
577,birth,grazer,12,23,102,191,,1306
578,birth,grazer,12,10,103,85,,1307
578,birth,grazer,0,8,0,71,,1308
578,birth,grazer,0,8,0,68,,1309
579,birth,grazer,4,4,35,39,,1310
583,birth,grazer,28,16,229,128,,1311
583,birth,grazer,28,23,224,186,,1312
583,birth,grazer,30,16,244,133,,1313
583,birth,grazer,27,18,219,149,,1314
584,birth,grazer,31,27,250,216,,1315
584,birth,grazer,24,11,194,92,,1316
584,birth,grazer,31,28,252,225,,1317
586,birth,grazer,28,11,224,92,,1318
586,birth,grazer,29,21,235,170,,1319
586,birth,grazer,26,8,213,70,,1320
586,birth,grazer,25,21,200,170,,1321
587,birth,grazer,22,6,179,54,,1322
589,birth,grazer,25,11,206,92,,1323
589,birth,grazer,12,21,101,172,,1324
589,birth,grazer,21,5,172,46,,1325
589,birth,grazer,24,9,199,76,,1326
589,birth,grazer,11,21,94,171,,1327
590,birth,grazer,31,15,253,127,,1328
590,birth,grazer,22,5,183,42,,1329
590,birth,grazer,10,17,82,139,,1330
590,birth,grazer,30,10,243,85,,1331
590,birth,grazer,3,9,25,73,,1332
590,birth,grazer,27,2,222,20,,1333
590,birth,grazer,23,5,188,44,,1334
590,birth,grazer,26,17,209,136,,1335
590,birth,grazer,10,18,82,146,,1336
590,birth,grazer,3,7,30,62,,1337
590,birth,grazer,26,4,211,38,,1338
591,birth,grazer,20,19,160,152,,1339
591,birth,grazer,30,12,242,97,,1340
591,birth,grazer,20,21,160,168,,1341
592,birth,grazer,7,11,60,90,,1342
592,birth,grazer,24,23,193,187,,1343
592,birth,grazer,5,9,42,79,,1344
592,birth,grazer,23,22,186,180,,1345
593,birth,grazer,6,22,51,176,,1346
593,birth,grazer,5,22,47,180,,1347
594,birth,grazer,11,21,94,171,,1348
594,birth,grazer,26,11,212,88,,1349
594,birth,grazer,31,3,248,31,,1350
594,death,grazer,2,18,20,149,eaten,1037
595,birth,grazer,14,24,116,196,,1351
596,birth,grazer,8,19,67,155,,1352
596,birth,grazer,29,4,233,38,,1353
596,birth,grazer,9,21,78,169,,1354
597,birth,grazer,25,22,202,176,,1355
597,birth,grazer,16,6,135,55,,1356
597,birth,grazer,30,18,241,147,,1357
597,birth,grazer,15,6,127,50,,1358
598,birth,grazer,3,7,28,61,,1359
598,birth,grazer,25,4,205,38,,1360
598,birth,grazer,13,12,106,103,,1361
598,birth,grazer,4,13,37,108,,1362
598,birth,grazer,20,4,167,39,,1363
598,birth,grazer,13,10,109,86,,1364
600,death,grazer,13,3,105,31,eaten,1049
600,germination,tree,28,2,227,21,,1365
600,germination,tree,4,5,38,40,,1366
600,germination,tree,4,6,36,50,,1367
600,germination,tree,27,6,218,51,,1368
600,germination,tree,27,6,221,54,,1369
600,germination,tree,26,8,214,70,,1370
600,germination,tree,27,9,220,73,,1371
600,germination,tree,30,9,247,72,,1372
600,germination,tree,28,10,225,87,,1373
600,germination,tree,29,11,237,94,,1374
600,germination,tree,28,13,225,104,,1375
600,germination,tree,28,13,224,111,,1376
600,germination,tree,31,17,249,140,,1377
600,germination,tree,29,17,233,143,,1378
600,germination,tree,27,19,218,154,,1379
600,germination,tree,23,21,188,174,,1380
600,germination,tree,3,25,25,206,,1381
600,germination,tree,26,25,210,204,,1382
600,germination,tree,22,27,182,220,,1383
600,germination,tree,25,30,205,245,,1384
600,germination,tree,31,31,248,249,,1385
601,birth,grazer,13,24,105,195,,1386
602,birth,grazer,11,22,93,176,,1387
606,birth,grazer,18,22,148,183,,1388
606,birth,grazer,21,17,169,137,,1389
606,birth,grazer,18,21,146,174,,1390
606,birth,grazer,19,19,153,152,,1391
609,birth,grazer,14,24,117,195,,1392
610,birth,grazer,8,28,71,229,,1393
610,birth,grazer,10,28,81,229,,1394
612,birth,grazer,3,2,31,16,,1395
612,birth,grazer,2,18,21,150,,1396
612,birth,grazer,4,2,36,16,,1397
613,birth,grazer,23,7,185,62,,1398
613,birth,grazer,21,8,169,66,,1399
613,birth,grazer,22,12,177,96,,1400
613,birth,grazer,21,10,174,85,,1401
614,birth,grazer,17,25,139,203,,1402
614,birth,grazer,8,16,70,129,,1403
614,birth,grazer,3,2,30,18,,1404
615,birth,grazer,6,8,55,71,,1405
615,birth,grazer,10,20,84,166,,1406
615,birth,grazer,7,9,62,75,,1407
615,birth,grazer,8,17,64,142,,1408
615,birth,grazer,15,24,120,198,,1409
615,birth,grazer,10,15,83,125,,1410
615,birth,grazer,6,7,50,59,,1411
615,birth,grazer,7,17,62,143,,1412
615,birth,grazer,7,9,61,78,,1413
615,birth,grazer,8,22,66,181,,1414
616,birth,grazer,31,17,250,142,,1415
616,birth,grazer,28,17,230,138,,1416
616,birth,grazer,30,16,245,131,,1417
618,birth,grazer,9,28,72,229,,1418
618,birth,grazer,31,15,251,125,,1419
619,birth,grazer,7,12,62,98,,1420
619,birth,grazer,8,28,68,229,,1421
619,birth,grazer,9,10,78,85,,1422
619,birth,grazer,10,12,82,97,,1423
619,birth,grazer,10,12,86,99,,1424
620,birth,grazer,30,6,241,52,,1425
620,birth,grazer,28,23,229,184,,1426
620,birth,grazer,30,12,244,101,,1427
620,birth,grazer,26,7,208,56,,1428
620,birth,grazer,31,12,248,103,,1429
621,birth,grazer,31,27,251,216,,1430
621,birth,grazer,31,26,252,210,,1431
623,birth,grazer,10,23,85,190,,1432
623,birth,grazer,4,18,39,148,,1433
623,birth,grazer,5,20,41,160,,1434
624,birth,grazer,30,3,245,24,,1435
624,birth,grazer,12,12,98,96,,1436
624,birth,grazer,27,6,222,55,,1437
624,birth,grazer,11,14,94,112,,1438
624,birth,grazer,27,23,220,184,,1439
624,birth,grazer,30,4,240,35,,1440
624,birth,grazer,14,9,113,77,,1441
624,birth,grazer,29,7,236,62,,1442
624,birth,grazer,12,13,100,107,,1443
625,birth,grazer,16,4,133,37,,1444
625,birth,grazer,17,6,143,53,,1445
625,birth,grazer,9,20,79,164,,1446
625,birth,grazer,14,4,119,34,,1447
625,birth,grazer,15,6,124,50,,1448
626,birth,grazer,5,24,43,199,,1449
626,birth,grazer,9,24,73,196,,1450
626,birth,grazer,6,25,52,202,,1451
626,birth,grazer,7,24,59,197,,1452
628,birth,grazer,27,17,221,139,,1453
628,birth,grazer,30,20,242,163,,1454
628,birth,grazer,29,19,232,152,,1455
629,death,grazer,26,6,210,52,eaten,105
630,birth,grazer,18,25,144,207,,1456
630,birth,grazer,30,18,246,150,,1457
631,birth,grazer,11,8,95,68,,1458
631,birth,grazer,12,8,99,66,,1459
631,birth,grazer,12,9,100,76,,1460
633,birth,grazer,11,9,93,72,,1461
633,death,grazer,19,23,156,186,eaten,179
634,birth,grazer,12,22,99,182,,1462
634,birth,grazer,12,20,96,166,,1463
634,birth,grazer,12,21,96,171,,1464
634,birth,grazer,12,20,96,167,,1465
637,birth,grazer,3,14,30,115,,1466
637,birth,grazer,4,14,34,119,,1467
637,birth,grazer,2,14,20,112,,1468
637,birth,grazer,2,13,20,108,,1469
637,birth,grazer,7,14,61,114,,1470
638,birth,grazer,29,19,234,156,,1471
638,birth,grazer,2,8,21,68,,1472
638,birth,grazer,28,21,224,171,,1473
638,birth,grazer,28,20,228,167,,1474
638,birth,grazer,28,18,230,144,,1475
639,death,grazer,31,2,249,23,eaten,262
640,birth,grazer,22,27,176,221,,1476
640,birth,grazer,21,27,173,218,,1477
640,birth,grazer,26,14,209,117,,1478
640,birth,grazer,20,26,165,212,,1479
641,birth,grazer,6,8,49,71,,1480
641,birth,grazer,22,5,179,47,,1481
641,birth,grazer,25,5,206,40,,1482
641,birth,grazer,25,5,204,44,,1483
641,birth,grazer,7,11,57,94,,1484
641,birth,hunter,26,7,210,56,,1485
642,birth,grazer,23,5,186,42,,1486
642,birth,grazer,21,27,171,220,,1487
643,birth,grazer,29,16,233,131,,1488
643,birth,grazer,9,21,76,172,,1489
643,birth,grazer,26,17,213,138,,1490
643,birth,grazer,10,20,83,160,,1491
643,birth,grazer,7,9,56,79,,1492
643,birth,grazer,30,19,244,153,,1493
643,birth,grazer,8,18,69,150,,1494
643,birth,grazer,25,18,202,145,,1495
643,birth,grazer,8,19,67,154,,1496
644,birth,grazer,0,0,1,0,,1497
644,birth,grazer,2,0,18,0,,1498
644,birth,grazer,4,0,34,0,,1499
644,birth,grazer,3,0,30,0,,1500
645,birth,grazer,12,23,99,189,,1501
645,birth,grazer,7,3,62,26,,1502
645,birth,grazer,15,26,125,213,,1503
645,birth,grazer,7,5,57,40,,1504
645,birth,grazer,10,24,80,192,,1505
645,birth,grazer,9,2,76,21,,1506
645,birth,grazer,16,25,135,200,,1507
645,birth,grazer,9,6,77,51,,1508
646,birth,grazer,9,6,76,54,,1509
646,birth,grazer,7,6,63,55,,1510
646,birth,grazer,7,12,56,96,,1511
647,birth,grazer,8,4,64,33,,1512
649,birth,grazer,3,28,31,225,,1513
649,birth,grazer,5,12,43,97,,1514
649,birth,grazer,12,4,96,36,,1515
649,birth,grazer,3,27,28,220,,1516
649,birth,grazer,8,9,65,77,,1517
649,birth,grazer,5,28,46,224,,1518
649,birth,grazer,6,10,53,81,,1519
649,birth,grazer,9,2,78,23,,1520
649,birth,grazer,6,28,53,226,,1521
649,birth,grazer,10,10,86,82,,1522
649,death,grazer,28,4,225,35,eaten,314
650,germination,tree,30,4,244,36,,1523
650,germination,tree,19,4,159,35,,1524
650,germination,tree,22,5,182,42,,1525
650,germination,tree,12,5,99,40,,1526
650,germination,tree,23,6,190,53,,1527
650,germination,tree,29,12,239,98,,1528
650,germination,tree,28,13,229,109,,1529
650,germination,tree,29,21,236,169,,1530
650,germination,tree,27,23,219,188,,1531
650,germination,tree,7,27,58,219,,1532
650,germination,tree,24,31,197,249,,1533
650,germination,tree,21,31,171,248,,1534
651,death,grazer,27,5,216,47,eaten,1273
652,birth,grazer,14,26,113,208,,1535
652,birth,grazer,13,25,108,202,,1536
652,birth,grazer,13,24,106,192,,1537
652,birth,grazer,14,25,113,202,,1538
653,birth,grazer,29,16,237,129,,1539
653,birth,grazer,30,17,245,143,,1540
653,birth,grazer,27,17,219,141,,1541
653,birth,grazer,31,19,248,159,,1542
655,birth,grazer,23,18,191,148,,1543
655,birth,grazer,28,21,224,173,,1544
655,birth,grazer,10,15,80,125,,1545
655,birth,grazer,24,18,196,147,,1546
655,birth,grazer,23,18,188,150,,1547
656,birth,grazer,3,26,25,215,,1548
656,birth,grazer,2,19,22,156,,1549
656,birth,grazer,4,28,35,225,,1550
656,birth,grazer,4,7,38,57,,1551
656,birth,grazer,12,9,98,77,,1552
656,birth,grazer,6,25,50,205,,1553
656,birth,grazer,4,20,35,162,,1554
657,birth,grazer,17,25,141,204,,1555
657,birth,grazer,21,17,168,137,,1556
657,birth,grazer,14,23,117,191,,1557
657,birth,grazer,19,21,154,169,,1558
657,birth,grazer,21,17,168,139,,1559
657,birth,grazer,19,28,154,224,,1560
658,birth,grazer,13,11,106,95,,1561
658,birth,grazer,12,8,96,68,,1562
658,birth,grazer,6,9,53,74,,1563
658,birth,grazer,11,12,94,102,,1564
658,birth,grazer,27,3,217,29,,1565
658,birth,grazer,3,27,25,223,,1566
658,birth,grazer,13,9,104,77,,1567
658,birth,grazer,26,2,215,20,,1568
658,birth,grazer,8,11,71,92,,1569
658,birth,grazer,12,14,98,116,,1570
658,birth,grazer,28,3,228,28,,1571
659,birth,grazer,0,17,0,138,,1572
