tick,grazers,hunters,trees,grass_mean,shrub_mean,moisture_mean,fertility_mean,detritus_total,temperature,hunter_immigrants,grazer_starved,grazer_eaten,grazer_old_age,grazer_crowded,grazer_burnt,hunter_starved,hunter_eaten,hunter_old_age,hunter_crowded,hunter_burnt,patches_burning,total_burnt,grazer_energy_cost_mult_mean,grazer_energy_cost_mult_sd,grazer_flee_distance_mean,grazer_flee_distance_sd,grazer_repro_threshold_mean,grazer_repro_threshold_sd,hunter_energy_cost_mult_mean,hunter_energy_cost_mult_sd,hunter_flee_distance_mean,hunter_flee_distance_sd,hunter_repro_threshold_mean,hunter_repro_threshold_sd,rain_mm,runoff_mm,ponded_mm,soil_water_mm,drainage_mm,outflow_mm,soil_n,soil_p,soil_k,leached_n,outflow_p,waterlogged_frac
71,348,20,94,0.2692,0.0387,131.1950,160.8850,6625.7622,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0122,4.0009,0.0441,70.0571,0.9149,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.8840,49.6888,0.0000,0.0000,1.2032,51.1554,38.0848,0.0001,0.0138,0.0000
72,349,20,94,0.2711,0.0388,131.1625,160.8850,6757.0708,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0.0122,4.0012,0.0444,70.0545,0.9149,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.8840,49.6768,0.0000,0.0000,1.2032,51.1554,38.0848,0.0001,0.0138,0.0000
73,350,20,94,0.2730,0.0388,131.1297,160.8850,6888.0801,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0123,4.0007,0.0452,70.0588,0.9170,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.8840,49.6648,0.0000,0.0000,1.2032,51.1554,38.0848,0.0001,0.0138,0.0000
74,352,20,94,0.2750,0.0389,131.0966,160.8850,7022.7305,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9991,0.0126,4.0008,0.0469,70.0469,0.9279,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.8840,49.6527,0.0000,0.0000,1.2032,51.1554,38.0848,0.0001,0.0138,0.0000
75,356,20,94,0.2769,0.0389,155.5313,160.8850,7160.6714,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9991,0.0126,4.0003,0.0473,70.0692,0.9525,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,12.8690,4.7148,2.0753,58.7959,0.0000,2.5224,1.2032,51.1554,38.0848,0.0001,0.1580,0.0000
76,357,20,94,0.2789,0.0390,155.4981,160.8850,7297.2451,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0.0128,3.9999,0.0480,70.0763,0.9607,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,2.0753,58.7837,0.0000,0.0000,1.2032,51.1554,38.0848,0.0001,0.1580,0.0000
77,358,20,94,0.2808,0.0390,155.4662,160.8850,7430.6323,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0.0128,4.0001,0.0481,70.0820,0.9653,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,2.0753,58.7718,0.0000,0.0000,1.2032,51.1554,38.0848,0.0001,0.1580,0.0000
78,358,20,94,0.2827,0.0391,155.4337,160.8850,7561.6299,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0.0128,4.0001,0.0481,70.0820,0.9653,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,2.0753,58.7598,0.0000,0.0000,1.2032,51.1554,38.0848,0.0001,0.1580,0.0000
79,359,20,94,0.2846,0.0391,155.4015,160.8850,7705.1826,11.9675,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9992,0.0130,4.0000,0.0481,70.0694,0.9790,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,2.0753,58.7479,0.0000,0.0000,1.2032,51.1554,38.0848,0.0001,0.1580,0.0000
80,360,20,94,0.2866,0.0391,155.2130,159.0172,7837.7578,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0.0130,4.0004,0.0486,70.0635,0.9840,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.6939,58.6296,0.0537,0.0000,1.1672,50.9941,38.0496,0.0007,0.1580,0.0000
81,359,20,94,0.2885,0.0392,155.1824,159.0172,7990.9746,11.9675,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9992,0.0131,4.0004,0.0486,70.0637,0.9853,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.6939,58.6184,0.0000,0.0000,1.1672,50.9941,38.0496,0.0007,0.1580,0.0000
82,360,20,94,0.2903,0.0392,155.1515,159.0172,8131.0874,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0.0131,4.0008,0.0491,70.0629,0.9841,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.6939,58.6069,0.0000,0.0000,1.1672,50.9941,38.0496,0.0007,0.1580,0.0000
83,361,20,94,0.2921,0.0393,155.1203,159.0172,8270.8916,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0.0131,4.0013,0.0500,70.0641,0.9830,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.6939,58.5955,0.0000,0.0000,1.1672,50.9941,38.0496,0.0007,0.1580,0.0000
84,362,20,94,0.2940,0.0394,155.0888,159.0172,8429.4043,11.9675,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9993,0.0133,4.0010,0.0508,70.0613,0.9874,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.6939,58.5840,0.0000,0.0000,1.1672,50.9941,38.0496,0.0007,0.1580,0.0000
85,362,20,94,0.2958,0.0394,155.0573,159.0172,8576.3447,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0133,4.0010,0.0508,70.0613,0.9874,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.6939,58.5723,0.0000,0.0000,1.1672,50.9941,38.0496,0.0007,0.1580,0.0000
86,362,20,94,0.2977,0.0394,155.0256,159.0172,8721.8535,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0133,4.0010,0.0508,70.0613,0.9874,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.6939,58.5607,0.0000,0.0000,1.1672,50.9941,38.0496,0.0007,0.1580,0.0000
87,363,20,94,0.2995,0.0395,154.9951,159.0172,8863.9990,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9994,0.0133,4.0012,0.0509,70.0653,0.9889,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.6939,58.5494,0.0000,0.0000,1.1672,50.9941,38.0496,0.0007,0.1580,0.0000
88,364,20,94,0.3013,0.0395,154.9641,159.0172,9003.7939,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0.0136,4.0013,0.0509,70.0718,0.9954,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.6939,58.5379,0.0000,0.0000,1.1672,50.9941,38.0496,0.0007,0.1580,0.0000
89,365,20,94,0.3032,0.0395,154.9333,159.0172,9141.1104,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0137,4.0008,0.0516,70.0701,0.9946,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.6939,58.5266,0.0000,0.0000,1.1672,50.9941,38.0496,0.0007,0.1580,0.0000
90,365,20,94,0.3051,0.0396,153.9849,157.2901,9297.1465,11.9675,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9993,0.0138,4.0008,0.0516,70.0755,0.9995,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.5725,58.1714,0.0298,0.0000,1.1353,50.9909,38.0165,0.0003,0.1580,0.0000
91,366,20,94,0.3068,0.0396,153.9558,157.2901,9443.6338,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0138,4.0010,0.0517,70.0832,1.0090,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.5725,58.1607,0.0000,0.0000,1.1353,50.9909,38.0165,0.0003,0.1580,0.0000
92,366,20,94,0.3086,0.0397,153.9263,157.2901,9592.1270,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0138,4.0010,0.0517,70.0832,1.0090,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.5725,58.1498,0.0000,0.0000,1.1353,50.9909,38.0165,0.0003,0.1580,0.0000
93,369,20,94,0.3103,0.0397,153.8966,157.2901,9740.3057,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0142,4.0005,0.0522,70.0881,1.0187,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.5725,58.1389,0.0000,0.0000,1.1353,50.9909,38.0165,0.0003,0.1580,0.0000
94,370,20,94,0.3121,0.0398,165.6877,157.2901,9892.2451,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9994,0.0142,4.0005,0.0522,70.0934,1.0225,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,6.1219,2.1231,2.0022,62.6446,0.0000,1.1757,1.1353,50.9909,38.0165,0.0003,0.0572,0.0000
95,369,20,94,0.3138,0.0398,165.6584,157.2901,10062.7598,11.9675,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9994,0.0142,4.0005,0.0522,70.0937,1.0239,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,2.0022,62.6334,0.0000,0.0000,1.1353,50.9909,38.0165,0.0003,0.0572,0.0000
96,371,20,94,0.3155,0.0399,165.6287,157.2901,10216.7812,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0143,4.0002,0.0524,70.0866,1.0258,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,2.0022,62.6223,0.0000,0.0000,1.1353,50.9909,38.0165,0.0003,0.0572,0.0000
97,371,20,94,0.3172,0.0399,165.6001,157.2901,10367.2705,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0143,4.0002,0.0524,70.0866,1.0258,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,2.0022,62.6115,0.0000,0.0000,1.1353,50.9909,38.0165,0.0003,0.0572,0.0000
98,373,20,94,0.3190,0.0400,165.5713,157.2901,10515.4355,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0.0144,4.0005,0.0525,70.0781,1.0333,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,2.0022,62.6007,0.0000,0.0000,1.1353,50.9909,38.0165,0.0003,0.0572,0.0000
99,374,20,94,0.3207,0.0400,165.5429,157.2901,10676.0947,11.9675,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9993,0.0144,4.0001,0.0531,70.0789,1.0361,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,2.0022,62.5899,0.0000,0.0000,1.1353,50.9909,38.0165,0.0003,0.0572,0.0000
100,375,20,108,0.3225,0.0400,164.7057,155.5011,10824.9229,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0144,4.0004,0.0533,70.0784,1.0348,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.7995,62.1430,0.1747,0.0000,1.1039,50.9306,37.9820,0.0020,0.0572,0.0000
101,378,20,108,0.3242,0.0401,171.5480,155.5011,10979.3086,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0146,4.0009,0.0552,70.0768,1.0479,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,3.7463,1.2766,2.0023,64.9611,0.0000,0.7152,1.1039,50.9306,37.9820,0.0020,0.0305,0.0000
102,378,20,108,0.3258,0.0401,171.5214,155.5011,11135.7861,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0146,4.0009,0.0552,70.0768,1.0479,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,2.0023,64.9507,0.0000,0.0000,1.1039,50.9306,37.9820,0.0020,0.0305,0.0000
103,378,20,108,0.3274,0.0402,171.4943,155.5011,11291.9326,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9993,0.0146,4.0009,0.0552,70.0768,1.0479,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,2.0023,64.9404,0.0000,0.0000,1.1039,50.9306,37.9820,0.0020,0.0305,0.0000
104,379,20,108,0.3291,0.0402,171.4673,155.5011,11451.8994,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9994,0.0145,4.0007,0.0553,70.0784,1.0470,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,2.0023,64.9300,0.0000,0.0000,1.1039,50.9306,37.9820,0.0020,0.0305,0.0000
105,379,20,108,0.3307,0.0403,171.4398,155.5011,11615.5801,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9994,0.0145,4.0007,0.0553,70.0784,1.0470,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,2.0023,64.9194,0.0000,0.0000,1.1039,50.9306,37.9820,0.0020,0.0305,0.0000
106,380,20,108,0.3324,0.0403,171.4123,155.5011,11777.7197,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0147,4.0003,0.0556,70.0805,1.0465,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,2.0023,64.9088,0.0000,0.0000,1.1039,50.9306,37.9820,0.0020,0.0305,0.0000
107,382,20,108,0.3340,0.0403,171.3855,155.5011,11951.1455,14.3140,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9995,0.0148,4.0003,0.0558,70.0737,1.0485,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,2.0023,64.8985,0.0000,0.0000,1.1039,50.9306,37.9820,0.0020,0.0305,0.0000
108,382,20,108,0.3357,0.0404,171.3587,155.5011,12107.2656,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0148,4.0003,0.0558,70.0737,1.0485,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,2.0023,64.8881,0.0000,0.0000,1.1039,50.9306,37.9820,0.0020,0.0305,0.0000
109,382,20,108,0.3373,0.0404,171.3322,155.5011,12260.8379,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0148,4.0003,0.0558,70.0737,1.0485,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,2.0023,64.8779,0.0000,0.0000,1.1039,50.9306,37.9820,0.0020,0.0305,0.0000
110,383,20,108,0.3390,0.0404,170.2779,153.8948,12416.3633,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0147,4.0003,0.0557,70.0782,1.0508,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.8248,64.2215,0.3169,0.0000,1.0774,50.8977,37.9513,0.0033,0.0305,0.0000
111,383,20,108,0.3406,0.0405,170.2514,153.8948,12578.2812,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0147,4.0003,0.0557,70.0782,1.0508,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.8248,64.2117,0.0000,0.0000,1.0774,50.8977,37.9513,0.0033,0.0305,0.0000
112,384,20,108,0.3422,0.0405,170.2246,153.8948,12742.3584,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0148,4.0005,0.0558,70.0801,1.0501,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.8248,64.2018,0.0000,0.0000,1.0774,50.8977,37.9513,0.0033,0.0305,0.0000
113,387,20,108,0.3437,0.0406,170.1975,153.8948,12906.0771,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0151,4.0011,0.0564,70.0964,1.0665,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.8248,64.1919,0.0000,0.0000,1.0774,50.8977,37.9513,0.0033,0.0305,0.0000
114,387,20,108,0.3453,0.0406,170.1702,153.8948,13073.6123,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0151,4.0011,0.0564,70.0964,1.0665,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.8248,64.1819,0.0000,0.0000,1.0774,50.8977,37.9513,0.0033,0.0305,0.0000
115,387,20,108,0.3469,0.0407,170.1429,153.8948,13245.0869,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0151,4.0011,0.0564,70.0964,1.0665,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.8248,64.1717,0.0000,0.0000,1.0774,50.8977,37.9513,0.0033,0.0305,0.0000
116,388,20,108,0.3485,0.0407,170.1154,153.8948,13414.9678,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0151,4.0014,0.0565,70.0980,1.0656,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.8248,64.1617,0.0000,0.0000,1.0774,50.8977,37.9513,0.0033,0.0305,0.0000
117,389,20,108,0.3501,0.0407,170.0889,153.8948,13580.9609,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0151,4.0010,0.0568,70.1004,1.0653,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.8248,64.1518,0.0000,0.0000,1.0774,50.8977,37.9513,0.0033,0.0305,0.0000
118,391,20,108,0.3517,0.0408,170.0620,153.8948,13744.6826,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0151,4.0013,0.0577,70.0855,1.0828,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.8248,64.1419,0.0000,0.0000,1.0774,50.8977,37.9513,0.0033,0.0305,0.0000
119,392,20,108,0.3533,0.0408,170.0353,153.8948,13905.7686,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0151,4.0014,0.0576,70.0775,1.0931,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.8248,64.1321,0.0000,0.0000,1.0774,50.8977,37.9513,0.0033,0.0305,0.0000
120,394,20,108,0.3549,0.0409,168.9052,152.5668,14083.3711,14.3140,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9996,0.0154,4.0019,0.0582,70.0717,1.1112,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.6767,63.7130,0.0530,0.0000,1.0558,50.8954,37.9254,0.0003,0.0305,0.0000
121,395,20,108,0.3564,0.0409,168.8799,152.5668,14252.4502,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9996,0.0154,4.0017,0.0583,70.0791,1.1195,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.6767,63.7036,0.0000,0.0000,1.0558,50.8954,37.9254,0.0003,0.0305,0.0000
122,397,20,108,0.3579,0.0409,168.8542,152.5668,14423.7939,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.0155,4.0020,0.0585,70.0910,1.1299,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.6767,63.6941,0.0000,0.0000,1.0558,50.8954,37.9254,0.0003,0.0305,0.0000
123,399,20,108,0.3594,0.0410,168.8283,152.5668,14594.7471,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.0155,4.0025,0.0591,70.0896,1.1278,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.6767,63.6846,0.0000,0.0000,1.0558,50.8954,37.9254,0.0003,0.0305,0.0000
124,399,20,108,0.3610,0.0410,168.8022,152.5668,14769.5771,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.0155,4.0025,0.0591,70.0896,1.1278,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.6767,63.6751,0.0000,0.0000,1.0558,50.8954,37.9254,0.0003,0.0305,0.0000
125,399,20,108,0.3625,0.0411,168.7761,152.5668,14948.4766,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.0155,4.0025,0.0591,70.0896,1.1278,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.6767,63.6654,0.0000,0.0000,1.0558,50.8954,37.9254,0.0003,0.0305,0.0000
126,399,20,108,0.3640,0.0411,168.7497,152.5668,15125.7510,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.0155,4.0025,0.0591,70.0896,1.1278,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.6767,63.6557,0.0000,0.0000,1.0558,50.8954,37.9254,0.0003,0.0305,0.0000
127,399,20,108,0.3655,0.0411,168.7245,152.5668,15298.9824,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.0155,4.0025,0.0591,70.0896,1.1278,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.6767,63.6463,0.0000,0.0000,1.0558,50.8954,37.9254,0.0003,0.0305,0.0000
128,400,20,108,0.3670,0.0412,168.6986,152.5668,15469.9482,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.0155,4.0026,0.0590,70.0846,1.1308,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.6767,63.6368,0.0000,0.0000,1.0558,50.8954,37.9254,0.0003,0.0305,0.0000
129,400,20,108,0.3685,0.0412,168.6732,152.5668,15638.2236,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.0155,4.0026,0.0590,70.0846,1.1308,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.6767,63.6275,0.0000,0.0000,1.0558,50.8954,37.9254,0.0003,0.0305,0.0000
130,399,20,108,0.3701,0.0413,167.5030,151.3148,15822.5625,14.3140,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9997,0.0155,4.0025,0.0591,70.0762,1.1197,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.5679,63.1954,0.0264,0.0000,1.0359,50.8931,37.9010,0.0001,0.0305,0.0000
131,400,20,108,0.3715,0.0413,167.4788,151.3148,15998.5049,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9998,0.0156,4.0022,0.0594,70.0844,1.1302,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.5679,63.1864,0.0000,0.0000,1.0359,50.8931,37.9010,0.0001,0.0305,0.0000
132,400,20,108,0.3730,0.0413,167.4542,151.3148,16176.7793,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9998,0.0156,4.0022,0.0594,70.0844,1.1302,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.5679,63.1774,0.0000,0.0000,1.0359,50.8931,37.9010,0.0001,0.0305,0.0000
133,402,20,108,0.3744,0.0414,167.4294,151.3148,16354.6611,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.0157,4.0020,0.0601,70.0920,1.1330,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.5679,63.1683,0.0000,0.0000,1.0359,50.8931,37.9010,0.0001,0.0305,0.0000
134,404,20,108,0.3759,0.0414,167.4044,151.3148,16536.4609,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9998,0.0157,4.0023,0.0600,70.0871,1.1325,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.5679,63.1592,0.0000,0.0000,1.0359,50.8931,37.9010,0.0001,0.0305,0.0000
135,404,20,108,0.3773,0.0415,167.3794,151.3148,16722.4609,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9998,0.0157,4.0023,0.0600,70.0871,1.1325,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.5679,63.1499,0.0000,0.0000,1.0359,50.8931,37.9010,0.0001,0.0305,0.0000
136,404,20,108,0.3788,0.0415,167.3542,151.3148,16906.7969,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9998,0.0157,4.0023,0.0600,70.0871,1.1325,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.5679,63.1406,0.0000,0.0000,1.0359,50.8931,37.9010,0.0001,0.0305,0.0000
137,405,20,108,0.3802,0.0415,167.3300,151.3148,17086.9473,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9998,0.0157,4.0018,0.0607,70.0791,1.1425,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.5679,63.1316,0.0000,0.0000,1.0359,50.8931,37.9010,0.0001,0.0305,0.0000
138,405,21,108,0.3817,0.0416,167.3052,151.3148,17279.8457,14.3140,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9998,0.0158,4.0018,0.0607,70.0772,1.1433,1.0023,0.0104,3.9919,0.0363,74.8304,0.7587,0.0000,0.0000,1.5679,63.1225,0.0000,0.0000,1.0359,50.8931,37.9010,0.0001,0.0305,0.0000
139,406,21,108,0.3831,0.0416,167.2809,151.3148,17454.9980,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,0.0159,4.0016,0.0606,70.0804,1.1437,1.0023,0.0104,3.9919,0.0363,74.8304,0.7587,0.0000,0.0000,1.5679,63.1136,0.0000,0.0000,1.0359,50.8931,37.9010,0.0001,0.0305,0.0000
140,407,21,108,0.3846,0.0416,166.0809,150.1206,17630.7539,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.0159,4.0019,0.0607,70.0729,1.1522,1.0023,0.0104,3.9919,0.0363,74.8304,0.7587,0.0000,0.0000,1.4743,62.6712,0.0205,0.0000,1.0173,50.8910,37.8779,0.0001,0.0305,0.0000
141,408,21,108,0.3860,0.0417,166.0577,150.1206,17813.2676,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,0.0159,4.0015,0.0611,70.0685,1.1543,1.0023,0.0104,3.9919,0.0363,74.8304,0.7587,0.0000,0.0000,1.4743,62.6626,0.0000,0.0000,1.0173,50.8910,37.8779,0.0001,0.0305,0.0000
142,408,21,108,0.3874,0.0417,166.0341,150.1206,17998.1719,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,0.0159,4.0015,0.0611,70.0685,1.1543,1.0023,0.0104,3.9919,0.0363,74.8304,0.7587,0.0000,0.0000,1.4743,62.6539,0.0000,0.0000,1.0173,50.8910,37.8779,0.0001,0.0305,0.0000
143,410,21,108,0.3888,0.0418,166.0104,150.1206,18182.6875,14.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.0160,4.0018,0.0618,70.0726,1.1560,1.0023,0.0104,3.9919,0.0363,74.8304,0.7587,0.0000,0.0000,1.4743,62.6452,0.0000,0.0000,1.0173,50.8910,37.8779,0.0001,0.0305,0.0000
